,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
534,Mississippi,2002,492198.0,3029559,438583,1639832,951144,3026111,1586661,875637,196509.0,299474,6.155163166042934,6.148157855172106,3.223623419843234
535,Missouri,2002,909918.0,7455539,544538,3347137,3563864,7636924,3901665,2224948,432144.0,828732,8.193638327849323,8.392980466371695,4.28793034097578
536,Montana,2002,151751.0,1168799,151981,554360,462458,1163960,662030,361751,47877.0,70448,7.702084335523325,7.670196572016,4.362607165685893
537,Nebraska,2002,283789.0,2528312,199359,879775,1449178,2562812,1338653,667614,107557.0,365430,8.90912614653845,9.030695340552311,4.717071486209825
538,Nevada,2002,354869.0,2592064,152525,1582993,856546,2913023,1343669,738868,87437.0,604874,7.304284116110452,8.208727727696699,3.78638032626124
539,New Hampshire,2002,203072.0,1887115,85440,943592,858083,1956047,1047490,523976,57559.0,186830,9.292837023321777,9.632283131106208,5.158219744721084
540,New Jersey,2002,1326196.0,18071365,720470,7336383,10014512,18155147,9328162,5983500,611449.0,1406121,13.626466223695441,13.689640897725525,7.033773288412874
541,New Mexico,2002,317548.0,2537261,352892,1832491,351878,2542682,1195658,814180,123712.0,373224,7.990165266353433,8.007236701223123,3.765282728910275
542,New York,2002,2846068.0,35748163,2206496,17337735,16203932,39585780,23167459,9379511,1183476.0,4809068,12.560544231550335,13.908936820905193,8.140163551960107
543,North Carolina,2002,1296156.0,9701231,777970,5929203,2994058,9882399,5339340,2625671,523333.0,1133555,7.484616820814779,7.6243901197078126,4.119365261588883
544,North Dakota,2002,105936.0,846759,111063,303280,432416,838666,435631,224356,58523.0,57468,7.993118486633439,7.916723304636762,4.112209258420179
545,Ohio,2002,1796603.0,17589983,982401,7811620,8795962,17608944,8477091,5665971,784876.0,2128307,9.790689985489282,9.801243791755885,4.718399668708112
546,Oklahoma,2002,622115.0,4370415,497834,2345888,1526693,4467944,2193731,1439564,445761.0,341768,7.025091823858933,7.181861874412287,3.5262467550211776
547,Oregon,2002,549604.0,4772603,395295,2662513,1714795,4980466,2475697,1597299,171505.0,557041,8.683712272836443,9.061917307734296,4.50451052030189
548,Pennsylvania,2002,1766513.0,18586743,1290818,6637673,10658252,20018554,9673879,5448465,757486.0,2252267,10.521713115046422,11.332242672428677,5.4762568970621786
549,Rhode Island,2002,156624.0,1633707,96488,676371,860848,1600087,964169,484397,56173.0,27003,10.43075773827766,10.21610353457963,6.155946725916845
550,South Carolina,2002,674347.0,5627004,494207,2857497,2275300,5897462,2832106,1620800,315248.0,956612,8.344374632051451,8.745441145285735,4.199775486507688
551,South Dakota,2002,127129.0,930874,127130,346086,457658,981977,485846,271549,42634.0,149374,7.322278945008613,7.72425646390674,3.8216771940312597
552,Tennessee,2002,897695.0,5785857,550490,2544653,2690714,6363357,3478604,1624709,328546.0,762594,6.445236968012521,7.088551233993728,3.8750399634619774
553,Texas,2002,4112315.0,32802734,2941562,12930564,16930608,35668486,16826484,9580137,1582967.0,5399775,7.976707523621124,8.673578264310978,4.091730327078543
554,Utah,2002,480526.0,2865058,238599,1680625,945834,2924051,1534954,683525,200572.0,426219,5.9623371055884595,6.085104656147638,3.194320390571998
555,Vermont,2002,96427.0,1387074,68819,766164,552091,1392880,628188,326292,31686.0,65657,14.384705528534539,14.444916880126936,6.514648386862601
556,Virginia,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.531701440133558,8.785543589103693,4.624348454663976
557,Washington,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,8.175379508521601,8.2864209274673,4.144138921918351
558,West Virginia,2002,282145.0,2413744,258017,1451026,704701,2427316,1346601,710125,163018.0,194544,8.554977050807208,8.603079976607773,4.772726789416789
559,Wisconsin,2002,875216.0,8624767,450159,4682300,3492308,8863966,4642886,2601068,325160.0,863118,9.854443931555181,10.127746750516444,5.304845889471856
560,Wyoming,2002,87897.0,908719,75498,443525,389696,868607,463839,272836,27488.0,92550,10.338452961989601,9.88210064052243,5.277074302877232
561,Alabama,2003,727900.0,5196054,567704,2966981,1661369,5298932,2817111,1521462,424662.0,432279,7.138417365022668,7.2797527132847915,3.8701895864816596
562,Alaska,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005,10.697043577413861,12.079915680817386,5.727740560977622
563,Arizona,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.461789418713741,7.096570606471636,3.2120576703983836
564,Arkansas,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245,7.200305226165035,7.2036907041527645,3.929093784848875
565,California,2003,6226552.0,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767.0,7341541,9.606577605069386,9.595982656211657,4.7476617877759635
566,Colorado,2003,751049.0,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480.0,821129,8.384595412549647,8.900922576289963,4.219092229668104
567,Connecticut,2003,548466.0,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325.0,539870,12.689740111511014,12.31036199144523,6.7852264315381445
568,Delaware,2003,111282.0,1242436,91986,794472,355978,1317447,673997,367660,53399.0,171247,11.164752610485074,11.838814902679678,6.056657860210995
569,District of Columbia,2003,67522.0,1114061,152599,0,961462,1105963,473414,406078,32193.0,194278,16.499229880631496,16.379298598975147,7.011255590770416
570,Florida,2003,2536699.0,19549835,1956803,8689141,8903891,20180142,9622598,5938231,1225274.0,2924134,7.7068012405098125,7.955276522756543,3.7933542765617836
571,Georgia,2003,1495819.0,13524807,1051973,6551699,5921135,13516783,7352918,3615906,649880.0,1705482,9.041740344252881,9.036376058868084,4.9156468797361175
572,Hawaii,2003,183829.0,2078877,170377,1873318,35182,1602392,888473,521929,128941.0,63049,11.308754331471095,8.716753069428654,4.833149285477265
573,Idaho,2003,248515.0,1685984,162530,994022,529432,1726941,924434,510284,69672.0,185850,6.784234352051184,6.949041305353801,3.7198318008973303
574,Illinois,2003,2062664.0,19627346,1618724,6792637,11215985,21278177,10409933,6336325,706758.0,2727980,9.515532340701151,10.315871610693744,5.0468389422610755
575,Indiana,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,8.248443303228026,9.780527011252229,4.78725394188132
576,Iowa,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.07240206549014,9.369341158416457,4.473621451234939
577,Kansas,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.652161339162683,8.120417467635201,4.398357093037102
578,Kentucky,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,7.373120030509305,7.113532148272804,4.068627777391031
579,Louisiana,2003,723252.0,5478321,739078,2638985,2100258,5515322,3009591,1645457,337709.0,409705,7.574567370708965,7.625726579394181,4.161192779280251
580,Maine,2003,203848.0,2162605,163516,874208,1124881,2154117,1255095,569146,79491.0,137716,10.608909579686825,10.567270711510536,6.157014049684078
581,Maryland,2003,866743.0,8700979,571108,3317403,4812468,8732518,4738579,2630831,385935.0,674852,10.038706975424088,10.075094924331665,5.467109627652026
582,Massachusetts,2003,967200.0,11591832,712487,4757632,6121713,11382398,6521028,3444135,356389.0,424368,11.984937965260546,11.768401571546732,6.7421712158808935
583,Michigan,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,10.47898660509078,11.154604560265756,4.945270916332404
584,Minnesota,2003,825674.0,8484497,463746,6064474,1956277,8938770,4318736,2130933,613899.0,1204124,10.275843734936549,10.82602819030271,5.230558307516041
585,Mississippi,2003,491623.0,3260771,482904,1754451,1023416,3205193,1702193,965269,203597.0,267397,6.632665680816398,6.51961564043993,3.462394965247761
586,Missouri,2003,921625.0,7622601,559732,3430809,3632060,7905481,4087984,2334521,448752.0,767068,8.27082707174827,8.577763190017633,4.435626203716262
587,Montana,2003,149801.0,1205602,171819,553269,480514,1214879,687104,384824,48570.0,75983,8.0480237114572,8.109952537032463,4.586778459422835
588,Nebraska,2003,283934.0,2600831,225861,878715,1496255,2623966,1414919,683210,112145.0,329746,9.159984362563131,9.241464565708933,4.983267238160981
589,Nevada,2003,369498.0,2778564,191839,1663026,923699,3009028,1406660,767835,88985.0,576610,7.519835019404706,8.14355693400235,3.806948887409404
590,New Hampshire,2003,203702.0,2028602,101294,957471,969837,2122604,1119824,570036,60830.0,214807,9.95867492709939,10.420143150288165,5.497363796133568
591,New Jersey,2003,1350330.0,19785039,797717,8135014,10852308,19812932,10169992,6429003,677268.0,1626453,14.652002843749306,14.672659275880712,7.531486377404042
592,New Mexico,2003,320264.0,2626262,383513,1905419,337330,2658140,1239571,851701,131177.0,399406,8.200303499612819,8.29984013189119,3.87046624035171
593,New York,2003,2879228.0,38033080,2591430,17509618,17932032,41603390,24786376,10000845,1156927.0,4489672,13.209471427757718,14.449494795132583,8.60868816224349
594,North Carolina,2003,1314632.0,9907235,888996,5970302,3047937,9989670,5517870,2721749,528694.0,940500,7.536127981062381,7.598833742066221,4.197273457515107
595,North Dakota,2003,103785.0,882913,126023,306647,450243,895278,448720,239435,60008.0,81014,8.50713494242906,8.626275473334298,4.323553500024088
596,Ohio,2003,1803966.0,18018740,1097349,7844992,9076399,18760200,8958790,6097596,800930.0,2324140,9.988403329109307,10.399419944721796,4.966163442104785
597,Oklahoma,2003,624202.0,4426835,563974,2272785,1590076,4376502,2158574,1402007,453806.0,307213,7.091991054177974,7.0113552984450545,3.458133745165828
598,Oregon,2003,552135.0,4592019,407432,2348070,1836517,4978764,2458415,1546156,175667.0,606048,8.316840989975278,9.017294683365481,4.452561420667047
599,Pennsylvania,2003,1757066.0,19811545,1419644,6912678,11479223,20626459,10151195,5765734,810211.0,1848552,11.275356190376456,11.739148671706129,5.777355546120635
600,Rhode Island,2003,157286.0,1728055,109011,713197,905847,1646238,971700,525727,64258.0,31360,10.986705746220261,10.46652594636522,6.177917932937452
601,South Carolina,2003,691736.0,5709707,535356,2761951,2412400,6024747,2888468,1731328,324241.0,865462,8.254170666265743,8.709604531208438,4.175679739091214
602,South Dakota,2003,127632.0,965778,148498,328576,488704,993823,499480,295468,42694.0,122247,7.566895449417074,7.786628745142284,3.9134386360787263
603,Tennessee,2003,905050.0,5994756,608447,2648909,2737400,6482671,3621601,1716956,341055.0,635950,6.623673830175129,7.162776642174466,4.001547980774543
604,Texas,2003,4201914.0,35143236,3360082,13675228,18107926,37333674,18009879,10264033,1731131.0,4764154,8.363625719136564,8.884921014566219,4.286113185562579
605,Utah,2003,483066.0,2875622,263030,1607204,1005388,2957874,1508566,705128,205147.0,469251,5.952855303416096,6.1231260324676136,3.122898320312338
606,Vermont,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.291419479246795,15.183833679307911,6.98621721583545
607,Virginia,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,8.936233366058167,9.142546139462235,4.816242690083355
608,Washington,2003,1014577.0,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084.0,1189781,8.442568676404058,8.675918141254927,4.270239715664755
609,West Virginia,2003,281591.0,2497707,267470,1519848,710389,2524444,1420396,761887,164473.0,166233,8.869981640038212,8.964931407608908,5.044181099537982
610,Wisconsin,2003,875390.0,8931497,530014,4838109,3563374,9128279,4844788,2757563,346325.0,733156,10.202877574566765,10.42767109516901,5.534433795222701
611,Wyoming,2003,85966.0,962240,84308,489199,388733,915515,473447,292271,27608.0,110312,11.193262452597539,10.649733615615476,5.507375008724379
612,Alabama,2004,730418.0,5356113,625666,2971520,1758927,5450269,2875595,1580654,433522.0,449619,7.332942233077498,7.461849242488547,3.9369169434488196
613,Alaska,2004,133153.0,1477152,286447,809810,380895,1647250,775069,527349,54475.0,255826,11.093644153717904,12.371106922112157,5.820890254068628
614,Arizona,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.944757776024162,7.513125511341884,3.599229624735051
615,Arkansas,2004,453491.0,3385818,423001,2430731,532086,3539569,1863515,1036279,182711.0,362154,7.466119504025438,7.805158206006293,4.109265674511732
616,California,2004,6284502.0,60162326,6634068,31756690,21771568,62647953,29624968,17338877,3048006.0,9242549,9.57312544414816,9.968642384074347,4.713972244737929
617,Colorado,2004,756319.0,6527456,435102,2834744,3257610,6869975,3232723,2190563,245429.0,859189,8.630559327479542,9.083435693140064,4.274285056966703
618,Connecticut,2004,552505.0,7276945,358769,2520724,4397452,7087023,3896977,2044339,267004.0,587992,13.17082198351146,12.827074868100741,7.053288205536601
619,Delaware,2004,111520.0,1334523,104492,827110,402921,1373416,709545,393664,57010.0,158252,11.966669655667145,12.315423242467718,6.362491032998565
620,District of Columbia,2004,65099.0,1081501,167020,0,914481,1087040,515377,397800,36180.0,128227,16.613173781471296,16.698259573879785,7.916818998755741
621,Florida,2004,2592997.0,21623923,2174314,9593760,9855849,21896220,10411050,6317387,1298226.0,3365514,8.339355194009094,8.444367656422278,4.015064421594009
622,Georgia,2004,1522424.0,14136215,1201843,6333305,6601067,13779680,7492703,3675160,659431.0,1767711,9.285333783492641,9.051144753367,4.921561273337782
623,Hawaii,2004,183609.0,2138137,236470,1850737,50930,1734591,943647,544864,129740.0,116340,11.645055525600597,9.447200300638858,5.139437609267519
624,Idaho,2004,252037.0,1733838,177528,1007906,548404,1744954,943113,507529,72821.0,183197,6.8792994679352635,6.923404103365776,3.7419624896344583
625,Illinois,2004,2079027.0,21082441,1752663,7265072,12064706,21681903,10829189,6608575,737667.0,2342761,10.140532566436127,10.428870332131329,5.20877747138445
626,Indiana,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.365665029480294,10.25539709642229,4.977217287017433
627,Iowa,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.135283629729066,9.233268776001296,4.688248349008574
628,Kansas,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,9.317763673205285,8.475590859555918,4.538237723062253
629,Kentucky,2004,663886.0,5135262,607212,2968391,1559659,5259909,2723672,1580235,329243.0,499029,7.7351563370819685,7.92290995743245,4.102620028137361
630,Louisiana,2004,721414.0,5713792,785967,2740918,2186907,5708535,3137090,1743781,343543.0,372374,7.920267696496048,7.912980618618436,4.348529415841666
631,Maine,2004,201594.0,2228749,190456,870326,1167967,2291174,1304255,590947,87892.0,189418,11.055631616020317,11.365288649463773,6.469711400140877
632,Maryland,2004,869113.0,9123493,581542,3436703,5105248,8921938,4963083,2673482,393663.0,581423,10.497476162478296,10.265567308278671,5.7105152034315445
633,Massachusetts,2004,962488.0,11979937,773841,4726087,6480009,12033345,6883753,3557933,356355.0,570871,12.446842973626683,12.502332496612945,7.152040337126281
634,Michigan,2004,1738976.0,18663799,1425832,11129404,6108563,20060708,9094564,6332029,828829.0,2127866,10.732637483208508,11.535931490716376,5.229838709677419
635,Minnesota,2004,822245.0,8688315,507014,6019336,2161965,8963393,4506036,2087673,653077.0,1039748,10.566576871856928,10.90112192837901,5.480162238748791
636,Mississippi,2004,492557.0,3481643,516520,1907476,1057647,3473928,1831472,1035599,216747.0,322751,7.068507807218251,7.0528446453912945,3.718294532409447
637,Missouri,2004,914055.0,7893957,620282,3460158,3813517,7896438,4061388,2357707,449882.0,739399,8.636194758521096,8.638909037202357,4.443264354989579
638,Montana,2004,148168.0,1270790,191840,560584,518366,1241417,703730,400634,51163.0,64150,8.576683224447924,8.378442038766805,4.74954106149776
639,Nebraska,2004,284170.0,2734724,240120,874804,1619800,2667987,1471641,712199,109956.0,296377,9.623549283879369,9.388700425801456,5.1787345602984125
640,Nevada,2004,385414.0,3069531,221488,1850655,997388,3228619,1544881,839920,99050.0,574726,7.964243644496567,8.3770153652955,4.00836762546249
